@RELATION ParaPhrase
@ATTRIBUTE plainWordSimilarity1  NUMERIC
@ATTRIBUTE plainWordSimilarity2  NUMERIC
@ATTRIBUTE plainWordSimilarityF  NUMERIC
@ATTRIBUTE stemWordSimilairty1  NUMERIC
@ATTRIBUTE stemWordSimilairty2  NUMERIC
@ATTRIBUTE stemWordSimilairtyF  NUMERIC
@ATTRIBUTE deltaSenLen  NUMERIC
@ATTRIBUTE oldUnigram1  NUMERIC
@ATTRIBUTE oldUnigram2  NUMERIC
@ATTRIBUTE unigram1  NUMERIC
@ATTRIBUTE unigram2  NUMERIC
@ATTRIBUTE bigram1  NUMERIC
@ATTRIBUTE bigram2  NUMERIC
@ATTRIBUTE bigramF  NUMERIC
@ATTRIBUTE wordLevelLCS1 NUMERIC
@ATTRIBUTE wordLevelLCS2 NUMERIC
@ATTRIBUTE skipGram1 NUMERIC
@ATTRIBUTE skipGram2 NUMERIC
@ATTRIBUTE PNNCount1 NUMERIC
@ATTRIBUTE PNNCount2 NUMERIC
@ATTRIBUTE SynonymCount1 NUMERIC
@ATTRIBUTE SynonymCount2 NUMERIC
@ATTRIBUTE POSBigram1 NUMERIC
@ATTRIBUTE POSBigram2 NUMERIC
@ATTRIBUTE POSSkipGram1 NUMERIC
@ATTRIBUTE POSSkipGram2 NUMERIC
@ATTRIBUTE PositivePol1 NUMERIC
@ATTRIBUTE NegativePol1 NUMERIC
@ATTRIBUTE PositivePol2 NUMERIC
@ATTRIBUTE NegativePol2 NUMERIC
@ATTRIBUTE IntelligentSVO NUMERIC
@ATTRIBUTE SVOAgreement2 NUMERIC
@ATTRIBUTE trigramFeature1 NUMERIC
@ATTRIBUTE trigramFeature2 NUMERIC
@ATTRIBUTE polarityDistance NUMERIC
@ATTRIBUTE CompletepolarityDistance NUMERIC
@ATTRIBUTE POSTrigram1 NUMERIC
@ATTRIBUTE POSTrigram2 NUMERIC
@ATTRIBUTE nGram1 NUMERIC
@ATTRIBUTE nGram2 NUMERIC
@ATTRIBUTE class {0,1}
@DATA
0.60098,0.60098,0.823352,0.411765,0.411765,0.451613,0.294118,0.411765,0.5,0.294118,0.235294,0.1875,0.272727,0.222222,0.294118,0.416667,0.0456182,0.127517,0.258824,0.366667,0.178632478632 , 0.121568627451,0.411765,0.5,0.507353,0.878788,0.61139031262270027,0.38860968737730073,0.61590392798808813,0.38409607201191248,0,0,0.0666667,0.1,0.00638322,0.339597,0.235294,0.333333,1.82353,1.82353,1
0.887446,0.887446,0.915532,0.727273,0.727273,0.727273,0,0.727273,0.727273,0.727273,0.727273,0.6,0.6,0.6,0.636364,0.636364,0.341991,0.341991,0.292929,0.292929,0.37012987013 , 0.363636363636,0.272727,0.272727,0.363636,0.472727,0.29323153977776462,0.70676846022223538,0.35779438015767817,0.64220561984232161,0,0,0.222222,0.222222,0.0913056,0.137418,0.222222,0.2,2.18182,2.18182,1
0.804762,0.804762,0.812358,0.619048,0.619048,0.684211,0.190476,0.705882,0.571429,0.52381,0.52381,0.4375,0.35,0.388889,0.647059,0.52381,0.344538,0.183857,0.191176,0.154762,0.198412698413 , 0.235294117647,0.647059,0.52381,0.875,0.561905,0.80157042595781558,0.19842957404218348,0.88171719368340229,0.1182828063165999,1,0,0.266667,0.210526,0.113345,0.299734,0.375,0.315789,2.90476,2.90476,1
0.798864,0.798864,0.835417,0.454545,0.454545,0.571429,0.318182,0.6875,0.521739,0.363636,0.409091,0.4,0.318182,0.35443,0.5,0.347826,0.222701,0.0757206,0.133889,0.0912879,0.185950413223 , 0.212121212121,0.625,0.478261,0.8,0.632035,0.41575645240131631,0.58424354759868413,0.30275460245682756,0.69724539754317327,1,0,0.142857,0.0952381,0.159809,0.423131,0.333333,0.217391,2.34783,2.34783,0
0.932185,0.932185,0.939854,0.714286,0.714286,0.759494,0.0714286,0.730769,0.714286,0.678571,0.714286,0.64,0.592593,0.615385,0.730769,0.678571,0.445951,0.357414,0.389652,0.36182,0.290816326531 , 0.317599067599,0.814815,0.896552,0.916923,0.89418,0.58611242662885799,0.41388757337114024,0.64476727620520291,0.35523272379479615,5,4,0.416667,0.384615,0.0829505,0.17745,0.740741,0.689655,9.03571,9.03571,1
0.600907,0.600907,0.860522,0.52381,0.52381,0.604396,0.333333,0.52381,0.714286,0.47619,0.428571,0.3,0.384615,0.337079,0.380952,0.571429,0.100577,0.334755,0.315193,0.472789,0.0769230769231 , 0.0512820512821,0.380952,0.571429,0.733333,0.857143,0.55345930192440229,0.44654069807559837,0.40363887919379565,0.59636112080620418,0,0,0,0,0.211878,0.215466,0.136364,0.214286,1.42857,1.42857,0
0.637255,0.637255,0.798552,0.529412,0.529412,0.514286,0.176471,0.529412,0.5,0.529412,0.411765,0.4375,0.461538,0.449198,0.411765,0.5,0.0828331,0.147122,0.121849,0.147959,0.409226190476 , 0.450980392157,0.470588,0.5,0.397059,0.736264,0.4373007634745858,0.56269923652541354,0.48795424848939456,0.51204575151060472,0,0,0.333333,0.416667,0.0716348,0.107745,0.3125,0.416667,2.94118,2.94118,0
0.787478,0.787478,0.904382,0.740741,0.740741,0.8,0.148148,0.75,0.875,0.740741,0.703704,0.666667,0.782609,0.72,0.75,0.875,0.423954,0.671687,0.216049,0.253623,0.391304347826 , 0.37037037037,0.714286,0.8,0.823362,0.924901,0.88369815370968718,0.11630184629031294,0.82935292352679923,0.17064707647320057,0,0,0.576923,0.681818,0.0768558,0.120773,0.653846,0.73913,9,9,1
0.864052,0.864052,0.877834,0.647059,0.647059,0.709677,0.176471,0.714286,0.588235,0.588235,0.588235,0.615385,0.5,0.551724,0.714286,0.588235,0.373134,0.210084,0.185714,0.152941,0.235294117647 , 0.285714285714,0.642857,0.529412,0.604396,0.5,0.83782236382224928,0.16217763617775172,0.87124539667985412,0.12875460332014638,2,2,0.583333,0.466667,0.0472673,0.222735,0.692308,0.529412,3.88235,3.88235,1
0.849074,0.849074,0.86018,0.388889,0.388889,0.451613,0.277778,0.538462,0.368421,0.333333,0.333333,0.333333,0.166667,0.222222,0.461538,0.315789,0.127321,0.041415,0.232479,0.167901,0.115384615385 , 0.153846153846,0.307692,0.222222,0.807692,0.470588,0.62739192178597547,0.37260807821402475,0.47648145548850707,0.5235185445114936,2,2,0,0,0.21342,0.520468,0.0714286,0.0526316,2.42105,2.42105,0
0.826429,0.826429,0.878216,0.55,0.55,0.564103,0.05,0.55,0.578947,0.5,0.5,0.157895,0.222222,0.184615,0.4,0.421053,0.135556,0.157895,0.18254,0.192147,0.162679425837 , 0.162032085561,0.5,0.368421,0.715789,0.666667,0.8651948966315105,0.13480510336848917,0.40210376733284037,0.5978962326671603,4,4,0,0,0.65491,0.654934,0.1,0.1,3,3,0
0.656579,0.656579,0.843747,0.631579,0.631579,0.727273,0.263158,0.578947,0.785714,0.578947,0.578947,0.388889,0.538462,0.451613,0.526316,0.714286,0.1717,0.424307,0.198684,0.269643,0.438775510204 , 0.322368421053,0.5,0.642857,0.783626,0.857143,0.21382991087428943,0.78617008912570963,0.51819892657220978,0.4818010734277911,0,0,0.235294,0.333333,0.430443,0.467331,0.333333,0.416667,4.63158,4.63158,1
0.783333,0.783333,0.821545,0.533333,0.533333,0.571429,0.133333,0.642857,0.6,0.533333,0.533333,0.384615,0.5,0.434783,0.642857,0.6,0.275053,0.224348,0.260684,0.225926,0.235079365079 , 0.243096646943,0.923077,0.8,0.705128,0.742857,0.5348995066478629,0.4651004933521356,0.5050463913620693,0.49495360863793003,3,2,0.25,0.230769,0.0422187,0.244058,0.75,0.692308,3.26667,3.26667,1
0.657937,0.657937,0.698348,0.333333,0.333333,0.375,0.222222,0.428571,0.333333,0.222222,0.222222,0.166667,0.125,0.142857,0.428571,0.333333,0.111111,0.0542636,0.321429,0.25,0 , 0,0,0,0.285714,0.138889,0.79108750944770734,0.20891249055229266,0.61537715399024706,0.38462284600975266,0,0,0,0,0.248492,0.475528,0,0,0.777778,0.777778,0
0.787755,0.787755,0.855455,0.642857,0.642857,0.692308,0.142857,0.642857,0.75,0.642857,0.642857,0.538462,0.636364,0.583333,0.642857,0.75,0.275053,0.432886,0.306122,0.357143,0.416666666667 , 0.357142857143,0.5,0.583333,0.494505,0.681818,0.52651949399140063,0.47348050600859914,0.38512211129122298,0.61487788870877647,0,0,0.416667,0.5,0.199966,0.207655,0.416667,0.5,3.5,3.5,1
0.859148,0.859148,0.885231,0.631579,0.631579,0.685714,0.157895,0.75,0.631579,0.631579,0.631579,0.666667,0.611111,0.637681,0.6875,0.578947,0.346264,0.207938,0.405655,0.341604,0.215311004785 , 0.26461038961,0.6875,0.631579,0.975,0.701754,0.63585965379004294,0.36414034620995744,0.63384489249449749,0.36615510750550284,0,0,0.5,0.411765,0.0028493,0.016925,0.625,0.55,4.94737,4.94737,0
0.708333,0.708333,0.692916,0.352941,0.352941,0.4,0.235294,0.466667,0.388889,0.294118,0.294118,0.142857,0.117647,0.129032,0.4,0.333333,0.0904348,0.0526849,0.128846,0.0985294,0.00857843137255 , 0.00641025641026,0.428571,0.333333,0.564103,0.441176,0.81349604941551934,0.1865039505844806,0.67785474957699066,0.32214525042300973,0,0,0.0769231,0.0625,0.191826,0.257161,0.357143,0.277778,1.16667,1.16667,0
0.708194,0.708194,0.783846,0.45,0.45,0.473684,0.1,0.45,0.5,0.45,0.45,0.421053,0.411765,0.416357,0.45,0.5,0.0955556,0.130699,0.23875,0.265278,0.233134920635 , 0.210989010989,0.5,0.5,0.684211,0.72549,0.65564708839166908,0.3443529116083292,0.82221966344065556,0.1777803365593455,4,4,0.222222,0.25,0.235569,0.237021,0.368421,0.388889,3.1,3.1,0
0.868519,0.868519,0.84627,0.555556,0.555556,0.555556,0,0.555556,0.555556,0.555556,0.555556,0.470588,0.470588,0.470588,0.555556,0.555556,0.177305,0.177305,0.288889,0.288889,0.222222222222 , 0.230158730159,0.578947,0.55,0.732026,0.627451,0.38594537286258535,0.61405462713741332,0.32304845454285347,0.67695154545714886,2,0,0.375,0.375,0.0889497,0.0986531,0.428571,0.409091,7.22222,7.22222,1
0.90496,0.90496,0.939139,0.791667,0.791667,0.808511,0.0416667,0.791667,0.826087,0.791667,0.791667,0.652174,0.681818,0.666667,0.75,0.782609,0.438038,0.497313,0.145833,0.152174,0.269565217391 , 0.265010683761,0.791667,0.75,0.996377,0.758893,0.47619544726629959,0.52380455273369797,0.50091893107700702,0.49908106892299303,5,4,0.590909,0.619048,0.0349643,0.0349661,0.681818,0.681818,8.58333,8.58333,1
0.537845,0.537845,0.674188,0.421053,0.421053,0.410256,0.210526,0.363636,0.333333,0.421053,0.315789,0.142857,0.117647,0.129032,0.272727,0.333333,0.0267708,0.0486322,0.0614035,0.0729167,0.09375 , 0.0824561403509,0.0526316,0.125,0.637427,0.708333,0.81681695157247791,0.1831830484275227,0.45063645337639302,0.54936354662360687,0,0,0,0,0.517857,0.554997,0,0,1.04545,1.04545,0
0.849471,0.849471,0.838831,0.62963,0.62963,0.62963,0,0.592593,0.592593,0.592593,0.592593,0.5,0.5,0.5,0.555556,0.555556,0.206176,0.206176,0.104938,0.104938,0.338827838828 , 0.337962962963,0.62963,0.62963,0.74359,0.809117,0.90709527316808491,0.092904726831916945,0.72275269352912597,0.27724730647087314,0,0,0.32,0.32,0.2607,0.325051,0.464286,0.5,4.66667,4.66667,1
0.793474,0.793474,0.855931,0.5,0.5,0.580645,0.277778,0.692308,0.5,0.5,0.5,0.583333,0.411765,0.482759,0.615385,0.444444,0.320955,0.122594,0.587912,0.424603,0.130401234568 , 0.163461538462,0.692308,0.5,0.576923,0.666667,0.42962362071298055,0.57037637928701923,0.087500247923133975,0.91249975207686618,0,0,0.272727,0.1875,0.483836,0.48512,0.428571,0.315789,2.44444,2.44444,1
0.643137,0.643137,0.761747,0.529412,0.529412,0.549618,0.176471,0.529412,0.571429,0.529412,0.470588,0.3125,0.384615,0.344828,0.470588,0.571429,0.120048,0.21322,0.205882,0.25,0.0765306122449 , 0.0735294117647,0.470588,0.5,0.713235,0.725275,0.42139318277561549,0.57860681722438345,0.47919716635371112,0.52080283364628843,0,0,0.266667,0.333333,0.0817472,0.395224,0.388889,0.428571,2.58824,2.58824,0
0.828333,0.828333,0.89326,0.6,0.6,0.796209,0.35,0.923077,0.7,0.6,0.7,0.833333,0.578947,0.68323,0.923077,0.6,0.880637,0.245926,0.461538,0.3,0.260714285714 , 0.384615384615,0.928571,0.619048,1,0.689474,0.30245302835073795,0.69754697164926194,0.20338078142613114,0.7966192185738703,3,3,0.818182,0.5,0.140109,0.142555,0.933333,0.636364,4.6,4.6,1
0.912245,0.912245,0.907332,0.75,0.75,0.777778,0.0714286,0.777778,0.75,0.75,0.75,0.730769,0.666667,0.697248,0.777778,0.75,0.472601,0.423954,0.153846,0.142857,0.25 , 0.276923076923,0.888889,0.827586,1,0.992063,0.56208869214975721,0.43791130785024474,0.54463384371185775,0.45536615628814225,1,1,0.6,0.576923,0.0246849,0.0246901,0.888889,0.827586,10,10,1
0.844505,0.844505,0.804291,0.615385,0.615385,0.651584,0,0.615385,0.692308,0.461538,0.538462,0.25,0.166667,0.2,0.384615,0.384615,0.193634,0.193634,0.298901,0.298901,0.11013986014 , 0.101282051282,0.461538,0.538462,0.615385,0.884615,0.16528620296874003,0.83471379703126014,0.34619682871756208,0.65380317128243859,0,0,0,0,0.255846,0.258106,0.333333,0.333333,1.15385,1.15385,1
0.822701,0.822701,0.917713,0.631579,0.631579,0.666667,0.105263,0.65,0.722222,0.631579,0.631579,0.684211,0.764706,0.722222,0.65,0.722222,0.279259,0.381966,0.261297,0.292038,0.310924369748 , 0.286967418546,0.842105,0.823529,0.795322,0.838235,0.58882353699254608,0.41117646300745264,0.35354096413765435,0.64645903586234554,0,0,0.388889,0.4375,0.33274,0.341841,0.722222,0.75,7.15,7.15,1
0.77863,0.77863,0.818323,0.545455,0.545455,0.585366,0.136364,0.631579,0.545455,0.545455,0.545455,0.388889,0.285714,0.329412,0.578947,0.5,0.233822,0.151143,0.315106,0.272137,0.227272727273 , 0.267206477733,0.684211,0.545455,0.918129,0.666667,0.5828109142070621,0.4171890857929374,0.48581534859327191,0.51418465140672764,2,3,0.235294,0.2,0.137172,0.176552,0.315789,0.227273,3.04545,3.04545,1
0.820833,0.820833,0.960941,0.8,0.8,0.872727,0.166667,0.8,0.96,0.766667,0.766667,0.62069,0.791667,0.695829,0.766667,0.92,0.508508,0.876571,0.341667,0.41,0.56 , 0.47,0.7,0.76,0.85977,0.996667,0.38087456280383764,0.6191254371961602,0.38938900558087186,0.61061099441912614,1,0,0.5,0.608696,0.0120412,0.172636,0.571429,0.652174,10,10,1
0.668403,0.668403,0.792927,0.5,0.5,0.551724,0.1875,0.5,0.615385,0.5,0.5,0.266667,0.333333,0.296296,0.5,0.615385,0.132184,0.244032,0.171875,0.211538,0.320512820513 , 0.273611111111,0.4375,0.538462,0.85,0.705128,0.51326325574182341,0.48673674425817631,0.38807375583266668,0.61192624416733254,4,3,0.0714286,0.0909091,0.177045,0.188439,0.0714286,0.0909091,4.125,4.125,1
0.830195,0.830195,0.827504,0.5,0.5,0.495575,0.125,0.571429,0.4375,0.5,0.4375,0.153846,0.133333,0.142857,0.5,0.4375,0.140725,0.0948276,0.0585034,0.0511905,0.133884803922 , 0.14880952381,0.357143,0.3125,0.626374,0.533333,0.30669901683591683,0.69330098316408362,0.48380889468161403,0.51619110531838663,0,0,0,0,0.250471,0.300012,0,0,2.125,2.125,1
0.696086,0.696086,0.832706,0.545455,0.545455,0.521739,0.181818,0.545455,0.5,0.5,0.409091,0.380952,0.529412,0.443077,0.409091,0.5,0.0897936,0.163121,0.23529,0.287577,0.111111111111 , 0.0984848484848,0.818182,0.666667,0.922078,1,0.41611750511231749,0.58388249488768262,0.43347023856980349,0.56652976143019707,1,0,0.25,0.3125,0.0245405,0.361728,0.521739,0.473684,2.90909,2.90909,0
0.691919,0.691919,0.83163,0.571429,0.571429,0.670968,0.238095,0.52381,0.75,0.52381,0.571429,0.3,0.466667,0.365217,0.47619,0.625,0.14606,0.327586,0.0714286,0.09375,0.0681818181818 , 0.0519480519481,0.409091,0.6875,0.704762,0.966667,0.25140613530962597,0.74859386469037259,0.18032876133918363,0.81967123866081759,1,0,0.157895,0.214286,0.100519,0.11394,0.380952,0.642857,3.04762,3.04762,0
0.846073,0.846073,0.936511,0.862069,0.862069,0.909091,0.103448,0.793103,0.884615,0.758621,0.758621,0.678571,0.68,0.679285,0.758621,0.846154,0.494497,0.685191,0.133429,0.148825,0.31043956044 , 0.318405732199,0.758621,0.769231,0.832512,0.981538,0.5376964423356928,0.46230355766430486,0.73941719433428377,0.2605828056657154,2,2,0.481481,0.541667,0.285276,0.296423,0.592593,0.708333,9.10345,9.10345,1
0.875254,0.875254,0.843397,0.6,0.6,0.619355,0,0.56,0.6,0.56,0.6,0.333333,0.333333,0.333333,0.44,0.44,0.127238,0.127238,0.161587,0.161587,0.213444444444 , 0.218714285714,0.692308,0.68,0.916667,0.946667,0.42954193778731148,0.57045806221268747,0.30702276773906728,0.69297723226093133,2,2,0.26087,0.26087,0.173268,0.241371,0.32,0.347826,6.32,6.32,0
0.817398,0.817398,0.798889,0.473684,0.473684,0.543807,0.157895,0.526316,0.5,0.473684,0.526316,0.277778,0.238095,0.25641,0.526316,0.454545,0.182053,0.11768,0.164062,0.138158,0.215789473684 , 0.25,0.666667,0.263158,0.983333,0.736842,0.67962927858188249,0.32037072141811723,0.5480816065172941,0.45191839348270701,0,0,0.117647,0.1,0.186037,0.192201,0.5,0.1,3.72727,3.72727,0
0.737412,0.737412,0.836365,0.565217,0.565217,0.604651,0.130435,0.521739,0.6,0.521739,0.521739,0.409091,0.578947,0.479419,0.521739,0.6,0.145579,0.220741,0.186761,0.214776,0.211111111111 , 0.194444444444,0.434783,0.428571,0.703557,0.773684,0.80414620480081223,0.1958537951991878,0.48602314603855645,0.51397685396144177,2,2,0.333333,0.388889,0.449894,0.449949,0.304348,0.35,5.04348,5.04348,1
0.620513,0.620513,0.749767,0.461538,0.461538,0.521739,0.230769,0.461538,0.6,0.461538,0.461538,0.25,0.333333,0.285714,0.384615,0.5,0.0954907,0.205714,0.346154,0.45,0.2 , 0.159763313609,0.384615,0.5,0.435897,0.755556,0.39145523971708018,0.6085447602829186,0.60548152866043292,0.39451847133956719,1,0,0.181818,0.25,0.302679,0.308892,0.363636,0.5,0.923077,0.923077,0
0.844757,0.844757,0.870653,0.478261,0.478261,0.522772,0.0869565,0.52381,0.521739,0.478261,0.521739,0.4,0.409091,0.404494,0.52381,0.478261,0.161435,0.123107,0.21746,0.198551,0.191146413973 , 0.20753968254,0.545455,0.541667,0.571429,0.687747,0.5490630170453904,0.45093698295461015,0.80443791538029419,0.19556208461970684,0,0,0.263158,0.238095,0.361155,0.362759,0.238095,0.227273,5.56522,5.56522,1
0.757563,0.757563,0.784347,0.352941,0.352941,0.484848,0.294118,0.5,0.470588,0.352941,0.470588,0.363636,0.3125,0.336134,0.5,0.352941,0.144295,0.0516206,0.1375,0.0970588,0.398692810458 , 0.353174603175,0.333333,0.294118,0.560606,0.411765,0.75596095391027363,0.2440390460897261,0.8616344452139677,0.13836555478603291,0,0,0.2,0.133333,0.149445,0.398091,0.3,0.1875,2.58824,2.58824,1
0.724074,0.724074,0.782216,0.466667,0.466667,0.513761,0.0666667,0.4,0.5,0.333333,0.4,0.285714,0.307692,0.296296,0.4,0.428571,0.0886957,0.108742,0.440741,0.472222,0.226273726274 , 0.222727272727,0.333333,0.4,0.590476,0.714286,0.43069023305862369,0.56930976694137625,0.58639993639864441,0.41360006360135582,0,0,0.230769,0.25,0.220207,0.256476,0.214286,0.230769,1.6,1.6,1
0.810935,0.810935,0.858938,0.478261,0.478261,0.62039,0.304348,0.6875,0.541667,0.478261,0.565217,0.733333,0.434783,0.545906,0.6875,0.458333,0.412356,0.123494,0.208333,0.144928,0.217391304348 , 0.3125,0.6875,0.608696,0.483333,0.498024,0.51268516338012471,0.48731483661987529,0.45933819400917597,0.54066180599082458,0,0,0.642857,0.409091,0.075444,0.0794992,0.625,0.384615,4.125,4.125,0
0.54232,0.54232,0.770109,0.411765,0.411765,0.469274,0.352941,0.411765,0.545455,0.411765,0.352941,0.1875,0.3,0.230769,0.294118,0.454545,0.032413,0.116883,0.133824,0.206818,0.181818181818 , 0.12564499484,0.533333,0.636364,0.316176,0.509091,0.76806899655868432,0.2319310034413154,0.37840885915487787,0.62159114084512235,0,0,0.0666667,0.111111,0.551063,0.66447,0.25,0.4,2.17647,2.17647,1
0.655329,0.655329,0.793658,0.47619,0.47619,0.501393,0.190476,0.478261,0.555556,0.428571,0.380952,0.272727,0.294118,0.283019,0.434783,0.555556,0.0879336,0.182371,0.165873,0.207341,0.192708333333 , 0.158846153846,0.571429,0.578947,0.668421,0.875,0.58240335831325529,0.4175966416867446,0.58240335831325529,0.4175966416867446,0,0,0.190476,0.25,0,0,0.263158,0.294118,1.08696,1.08696,1
0.797936,0.797936,0.870819,0.642857,0.642857,0.709544,0.142857,0.642857,0.791667,0.607143,0.642857,0.555556,0.652174,0.6,0.642857,0.75,0.28164,0.446213,0.210714,0.245833,0.323660714286 , 0.281887755102,0.655172,0.875,0.669312,0.996377,0.57102212089589088,0.42897787910410895,0.46989533827898022,0.53010466172101989,4,4,0.538462,0.636364,0.143015,0.143928,0.592593,0.818182,8.25,8.25,1
0.657628,0.657628,0.820882,0.592593,0.592593,0.634082,0.185185,0.6,0.68,0.592593,0.555556,0.344828,0.333333,0.338983,0.533333,0.64,0.178785,0.30819,0.248457,0.304924,0.231060606061 , 0.191197691198,0.592593,0.73913,0.769231,0.909091,0.50790939232209964,0.4920906076779008,0.50792074317648139,0.49207925682351727,0,0,0.142857,0.173913,1.60525e-05,0.0144139,0.555556,0.652174,7.5,7.5,0
0.875524,0.875524,0.925052,0.714286,0.714286,0.821918,0.214286,0.909091,0.75,0.714286,0.75,0.761905,0.592593,0.666667,0.909091,0.714286,0.848299,0.413091,0.318182,0.25,0.321428571429 , 0.363636363636,0.913043,0.689655,1,0.835979,0.47500374667075029,0.52499625332924782,0.54164378036132166,0.45835621963867823,3,3,0.65,0.5,0.0942432,0.20217,0.863636,0.642857,7.32143,7.32143,1
0.770015,0.770015,0.778818,0.4375,0.4375,0.466667,0.125,0.5,0.4375,0.4375,0.4375,0.307692,0.333333,0.32,0.428571,0.375,0.0895522,0.0603448,0.304932,0.266815,0.199652777778 , 0.229166666667,0.785714,0.5625,0.912088,0.758333,0.57150543761458672,0.42849456238541345,0.88305675903471581,0.11694324096528373,4,6,0.166667,0.142857,0.4406,0.50113,0.307692,0.235294,2.125,2.125,1
0.557705,0.557705,0.843577,0.708333,0.708333,0.728571,0.333333,0.740741,0.777778,0.666667,0.458333,0.538462,0.647059,0.587786,0.481481,0.722222,0.139873,0.468085,0.148562,0.222842,0.141666666667 , 0.133333333333,0.625,0.625,0.57971,0.625,0.58310335542665981,0.4168966445733408,0.69890781530334112,0.30109218469665816,0,0,0.44,0.625,0.163772,0.256754,0.434783,0.6,3.66667,3.66667,0
0.654241,0.654241,0.734079,0.4375,0.4375,0.415842,0.0625,0.533333,0.411765,0.4375,0.375,0.357143,0.1875,0.245902,0.466667,0.411765,0.116522,0.0804322,0.187937,0.17619,0.26875 , 0.275,0.466667,0.4375,0.504762,0.458333,0.48361356555501084,0.516386434444989,0.52563532545108116,0.47436467454891951,0,0,0.0769231,0.0666667,0.0594277,0.0875327,0.142857,0.133333,1.23529,1.23529,1
0.90942,0.90942,0.933469,0.695652,0.695652,0.854599,0.26087,0.882353,0.73913,0.652174,0.73913,0.75,0.545455,0.631579,0.882353,0.652174,0.941176,0.383,0.401961,0.297101,0.443961352657 , 0.588235294118,0.882353,0.695652,0.970588,0.731225,0.59064584395400077,0.40935415604600023,0.47459630281138909,0.52540369718861113,2,1,0.666667,0.47619,0.164119,0.184507,0.733333,0.52381,6.13043,6.13043,0
0.790598,0.790598,0.808097,0.615385,0.615385,0.595745,0.0769231,0.615385,0.538462,0.615385,0.538462,0.583333,0.333333,0.424242,0.538462,0.538462,0.177719,0.177719,0.287037,0.264957,0.159763313609 , 0.172222222222,0.461538,0.571429,0.530303,0.564103,0.67812907250026599,0.32187092749973356,0.67022350339474512,0.32977649660525477,0,0,0.181818,0.181818,0.0111802,0.0473148,0.272727,0.25,1.76923,1.76923,0
0.602381,0.602381,0.763892,0.4,0.4,0.461538,0.266667,0.4,0.545455,0.4,0.4,0.214286,0.2,0.206897,0.4,0.545455,0.0713043,0.177489,0.166667,0.227273,0.204545454545 , 0.159722222222,0.466667,0.333333,0.32381,0.472727,0.48127910564811749,0.51872089435188284,0.37382023032560607,0.62617976967439448,0,0,0,0,0.15197,0.152722,0,0,1.06667,1.06667,1
0.795677,0.795677,0.819895,0.631579,0.631579,0.604119,0,0.65,0.545455,0.578947,0.526316,0.368421,0.333333,0.35,0.6,0.545455,0.227407,0.171221,0.230263,0.230263,0.214574898785 , 0.220175438596,0.52381,0.545455,0.964912,0.684211,0.66763758189617262,0.33236241810382894,0.89961298224282493,0.10038701775717596,0,0,0.222222,0.2,0.328063,0.328621,0.315789,0.26087,3.13636,3.13636,1
0.780418,0.780418,0.828081,0.434783,0.434783,0.487805,0.217391,0.555556,0.434783,0.434783,0.434783,0.235294,0.181818,0.205128,0.5,0.391304,0.137791,0.0664387,0.201235,0.157488,0.394648829431 , 0.444444444444,0.388889,0.347826,0.594771,0.418972,0.58691628256363848,0.41308371743636202,0.64986479475036796,0.35013520524963071,1,0,0.0625,0.047619,0.0890226,0.441215,0.125,0.0909091,3.3913,3.3913,0
0.793245,0.793245,0.850502,0.454545,0.454545,0.555556,0.363636,0.714286,0.454545,0.454545,0.454545,0.538462,0.333333,0.411765,0.714286,0.454545,0.373134,0.0976018,0.563138,0.35836,0.0509692513369 , 0.0714285714286,0.785714,0.454545,0.857143,0.593074,0.52346888504981126,0.47653111495018941,0.63518832614392795,0.36481167385607144,0,0,0.5,0.3,0.157995,0.30619,0.842105,0.5,2.09091,2.09091,0
0.61149,0.61149,0.810101,0.409091,0.409091,0.473684,0.272727,0.409091,0.5625,0.409091,0.409091,0.380952,0.533333,0.444444,0.409091,0.5625,0.0719465,0.185345,0.30846,0.424132,0.267361111111 , 0.204184704185,0.590909,0.625,0.658009,0.708333,0.67975085457614504,0.32024914542385541,0.73775536714313605,0.26224463285686433,1,0,0.3,0.428571,0.0820308,0.238277,0.4,0.5,3,3,0
0.715166,0.715166,0.766166,0.521739,0.521739,0.509653,0.0434783,0.545455,0.458333,0.521739,0.434783,0.285714,0.304348,0.294737,0.5,0.458333,0.134412,0.103701,0.207305,0.198292,0.221014492754 , 0.236363636364,0.416667,0.44,0.493506,0.731225,0.7640832640513453,0.23591673594865284,0.63336790692479483,0.36663209307520667,3,3,0.15,0.136364,0.184859,0.199422,0.26087,0.185185,2.29167,2.29167,1
0.994048,0.994048,0.997015,0.952381,0.952381,0.952381,0,0.952381,0.952381,0.952381,0.952381,0.9,0.9,0.9,0.809524,0.809524,0.778988,0.778988,0.142857,0.142857,0.380952380952 , 0.380952380952,0.904762,0.904762,0.914286,0.885714,0.30543731236332106,0.69456268763667983,0.30543731236332111,0.69456268763667983,2,2,0.736842,0.736842,5.55112e-17,3.37661e-16,0.842105,0.8,8,8,1
0.717187,0.717187,0.852463,0.75,0.75,0.731707,0.125,0.6875,0.642857,0.625,0.5625,0.6,0.692308,0.642857,0.5625,0.642857,0.198276,0.294243,0.198437,0.226786,0.219047619048 , 0.193181818182,0.588235,0.714286,0.55,0.604396,0.49363575635911106,0.50636424364088972,0.55530610962760629,0.4446938903723931,0,0,0.357143,0.416667,0.087215,0.200567,0.625,0.769231,4.875,4.875,1
