4076 3
0.5 0.5 -1
0.181818 0.166667 1
1.47368 1.33333 1
1.88462 1.81481 1
2.36842 1.8 -1
0.181818 0.125 -1
4.58824 3.71429 -1
1.03704 1.16667 1
2.55556 2.55556 1
0.2 0.230769 -1
0.789474 0.555556 1
0.363636 0.4 1
0.0909091 0.142857 1
0.666667 0.625 -1
2.04762 1.59259 1
2.16667 2.16667 1
0.625 0.454545 -1
0.294118 0.3125 -1
5.5 5.5 1
3.52632 3.94118 1
0.85 0.85 1
0.666667 0.666667 1
3.73333 2.66667 -1
2.16129 2.79167 1
0.166667 0.181818 -1
1.33333 1.06667 1
1.1 1.375 1
0.842105 1 1
1.75 1.16667 -1
0.0625 0.0526316 1
0 0 1
1.68 1.82609 1
1.65217 1.80952 1
4.41667 5.57895 1
0.647059 0.733333 1
0.733333 0.6875 1
3.71429 4.10526 1
1.5 1.16667 -1
5.04762 4.41667 -1
0.666667 0.592593 1
0.275862 0.266667 1
0.222222 0.25 -1
1.27273 1.75 -1
5.85714 4.55556 -1
0.214286 0.285714 1
0.32 0.4 -1
0.285714 0.428571 -1
2.11765 1.71429 -1
0.304348 0.35 1
2.26087 2.26087 1
3.47368 3 1
3.5 4.78947 -1
1.7037 2.42105 1
0.866667 0.764706 -1
0.4375 0.411765 1
2.88889 3.54545 1
3.92857 2.61905 1
1.85 2.64286 1
1.13043 1.625 1
6.2 4.76923 -1
0.772727 1.0625 1
0.458333 0.733333 -1
0.678571 0.678571 1
3.88235 2.75 1
1.68182 1.27586 -1
1 0.8 -1
1.22222 1.375 1
0.411765 0.466667 1
0.380952 0.444444 1
1.5 1.875 1
3.04545 2.68 1
2.68182 2.68182 1
2 2 1
1.29167 1.19231 -1
5.22222 5.22222 1
0.0666667 0.0714286 1
0.466667 0.636364 1
0.5 0.526316 -1
3.75 3.75 -1
3.64 3.37037 -1
1.65217 1.40741 1
3.83333 4.18182 1
1.6 1.6 1
2.5 3.42105 -1
0.411765 0.466667 -1
1.25 1.66667 1
6.47619 5.03704 1
1.5 0.9375 1
0.0588235 0.0526316 1
0.333333 0.307692 1
0.4 0.363636 -1
6.31579 4.44444 1
1.61111 1.26087 -1
4.67857 4.67857 1
0.833333 1.15385 1
4.10526 3.71429 -1
0.882353 0.882353 -1
0.833333 0.75 1
1.24 1.29167 1
3.78947 2.57143 1
0.916667 1.04762 1
1.875 1.60714 1
0.1875 0.214286 -1
0.333333 0.230769 1
1.54167 2.17647 -1
0.842105 1.14286 -1
1.75 2.21053 1
1 1.19048 1
2.54545 2.8 1
0.909091 0.909091 1
0.6 0.461538 1
1.07143 1.5 1
0.533333 0.615385 1
1.74074 2.04348 1
0.454545 0.625 1
1.25 1.2069 -1
0.5 0.692308 1
3.05556 3.23529 -1
1.11765 0.95 1
1.84 1.84 1
1 0.8125 1
1.72727 2.23529 -1
2.29167 2.03704 1
0.909091 1.25 1
5.25 3.75 -1
0.304348 0.304348 -1
0.142857 0.166667 1
0.0833333 0.0909091 1
1.73913 1.73913 1
0.4 0.266667 1
1.58333 1.65217 1
0.454545 0.384615 1
0.8 0.666667 1
0.428571 0.6 -1
3.875 3.44444 1
1.8 2.11765 1
1.05882 1.5 -1
2.64706 2.5 -1
0.307692 0.307692 1
0.904762 0.95 1
1.46667 1.46667 1
1.04348 1.5 -1
1.39286 1.56 1
0.466667 0.538462 1
0.153846 0.133333 1
2.66667 2.78261 1
3.42857 3 1
0.666667 0.857143 1
4.65 3.57692 1
1.33333 1.33333 1
1.6 2.4 -1
1.71429 2 1
0.4375 0.538462 -1
3.15789 2.4 1
2.20833 2.12 1
0.807692 1 -1
4.66667 4 1
0.1 0.166667 1
1.19231 1.10714 1
3.20833 2.85185 1
1.05556 0.863636 -1
0.733333 0.785714 -1
2.9 2.7619 -1
0.545455 0.666667 1
2.91667 3.33333 1
0.272727 0.3 -1
1.23529 1 -1
0.4 0.5 1
0.176471 0.25 -1
0.714286 0.833333 1
4.8 5.45455 1
0 0 -1
1 0.722222 -1
4.6087 3.92593 1
1.33333 1.07692 1
1.70833 2.15789 1
0.777778 0.736842 1
4.56522 4.375 1
2 1.64286 1
1.47368 1.86667 -1
2.3913 2.11538 -1
0.2 0.166667 -1
0.222222 0.210526 -1
1.14286 1.23077 1
1.5 1.3125 -1
1.12 1.33333 -1
7.05882 4.8 1
0.222222 0.153846 1
0 0 -1
4.2 4.2 1
2 2.15385 1
1.23077 1.33333 1
0.65 0.590909 1
0.0666667 0.0769231 1
0.263158 0.294118 -1
3.375 3.375 1
3.52174 3.11538 1
0.5 0.555556 1
0.545455 0.375 -1
1.23077 0.941176 1
0.888889 0.727273 -1
1.81818 2 -1
3.16667 3.16667 1
1.31818 1.61111 1
1.14286 1.14286 1
1.04 1.04 1
1.28 1.28 1
3.38462 3.66667 1
1.33333 1.5 1
0.136364 0.214286 1
0.769231 0.588235 -1
5.18519 5.18519 1
0.789474 1.07143 -1
0.6 0.461538 -1
0.133333 0.181818 1
0.714286 0.714286 1
0.428571 0.375 -1
1.15385 1.5 1
2.82759 3.03704 1
1.375 1.69231 1
0.818182 0.5625 1
0.125 0.133333 -1
0.6 0.521739 1
0.5 0.5 1
1.23529 1.05 1
0.428571 0.5 1
1.27273 0.965517 -1
2.6 3.25 1
0.666667 0.533333 1
0.344828 0.344828 1
3.44828 3.7037 1
2 1.56522 1
5.68421 4 -1
0.913043 0.777778 1
1.6875 1.17391 -1
0.473684 0.5625 -1
3.23529 2.29167 -1
0.285714 0.296296 -1
3.47368 2.86957 1
0.730769 1 -1
0.12 0.103448 -1
0.692308 0.9 1
1.20833 1.31818 1
0.565217 0.722222 1
0.6875 0.611111 -1
0.578947 0.578947 1
0.235294 0.166667 1
0.1875 0.2 1
3.5 4 1
3.4 2.83333 -1
1.22222 0.956522 -1
1.85 1.54167 -1
0.666667 0.571429 1
8.55 6.84 -1
0.35 0.368421 1
2.73077 2.84 1
1.08 1.22727 -1
0.25 0.25 1
0.0526316 0.0769231 -1
1.68421 1.23077 -1
0.285714 0.222222 -1
1.29412 1.29412 -1
1.5 1.89474 1
0.0434783 0.0526316 -1
3.4375 2.5 -1
3.66667 2.89474 -1
1.35 1.6875 1
0.178571 0.185185 -1
0.666667 0.8 1
1.55556 1.33333 -1
0.909091 0.689655 -1
0.4375 0.5 1
0.0909091 0.0625 1
0.695652 0.695652 1
0.666667 0.8 1
1.63636 1.33333 1
0 0 1
1.33333 1.06667 1
0.466667 0.411765 1
1.625 1.08333 1
0.636364 0.823529 -1
0.538462 0.4375 1
1.4 1.10526 1
8.07692 8.4 1
1.63333 1.81481 1
0.368421 0.388889 -1
0.95 0.703704 1
0.6 0.529412 -1
3.42857 3.42857 1
0.294118 0.227273 -1
0.857143 1 1
1.52174 1.45833 1
2.19231 2.19231 1
1.1 0.88 1
0.75 0.642857 1
0.25 0.1875 1
0.761905 1.06667 1
0.214286 0.25 1
2.72727 3.33333 1
2.66667 3.29412 1
1.38889 1.13636 1
1.75 1.75 1
2.32 2.14815 1
2.52174 2.23077 1
0.681818 0.625 1
9 6.57692 1
1.8 1.89474 -1
3.18182 2.59259 -1
0.4 0.428571 1
0.461538 0.5 1
0.5 0.538462 1
4.96 4.76923 1
0.894737 0.708333 -1
0.666667 0.428571 1
0.272727 0.3 1
1.68 2.21053 1
2.875 2.42105 1
2.59091 2.19231 1
0.722222 1 -1
6.05 5.04167 1
1.05 1.5 -1
2.78571 2.05263 1
3.07407 3.95238 1
1.5 1.10526 -1
4.10526 3.71429 1
2 2.70588 -1
0.73913 0.944444 -1
0.1875 0.1875 1
0.125 0.0909091 -1
0.333333 0.363636 1
4.6087 4.6087 1
0.166667 0.2 -1
0.6 0.8 -1
0.235294 0.235294 1
1.125 1.5 -1
0.466667 0.583333 -1
4.30769 4.30769 1
1.61538 1.61538 1
0.32 0.307692 -1
0.588235 0.714286 -1
3.54545 4.10526 1
4.65 3.32143 1
0.692308 0.5625 1
1.375 1.29412 1
6 4.61538 -1
1.75 1.64706 -1
0.392857 0.52381 -1
0.545455 0.4 -1
0.521739 0.545455 1
1.84211 1.66667 1
0.285714 0.25 -1
0.571429 0.5 -1
3.3913 4.58824 1
1.45455 1.06667 -1
3.56 3.42308 1
6.72222 4.48148 -1
1.6 2.18182 -1
1.23077 1.6 -1
1 0.846154 1
0.0769231 0.0909091 1
0.75 0.947368 1
2.2381 2.9375 1
1.07143 1.11111 -1
1.52174 1.94444 1
0.333333 0.230769 1
3.65217 3.81818 1
0.714286 0.5 -1
0.888889 0.941176 -1
2.04167 2.57895 1
2.5 2.3913 -1
0.714286 0.625 -1
0.315789 0.333333 -1
3.11111 3.81818 1
0.47619 0.37037 -1
0.434783 0.526316 1
3.17857 3.86957 -1
0.823529 0.736842 1
0.190476 0.222222 1
2.125 2.125 -1
0.117647 0.153846 1
0.2 0.214286 -1
1.88 1.56667 1
0.842105 1.14286 1
3.73077 4.40909 1
0.692308 0.428571 1
0.857143 0.571429 -1
1.13333 0.809524 1
0.411765 0.333333 1
3.72 3.57692 1
2.51852 2.51852 1
1.36364 1.15385 1
0.695652 0.571429 1
0.894737 1.0625 1
2.21053 2.47059 1
3.22222 2.9 1
4.375 4.77273 1
1.11111 1.11111 1
0.181818 0.285714 -1
0.222222 0.235294 -1
4.78947 4.55 1
4.33333 5.35294 1
0.933333 0.7 1
0.833333 0.714286 -1
0.5625 0.5625 1
1.25 1.07143 -1
0.285714 0.352941 -1
0.181818 0.181818 -1
1.06667 0.888889 1
0.333333 0.444444 -1
1 1.03704 1
6.56667 6.56667 1
0.769231 0.714286 -1
0.227273 0.333333 1
0.692308 0.818182 1
0.291667 0.28 -1
0.923077 0.705882 1
4.58824 3.9 1
1.20833 1.16 1
3.88 5.10526 1
1.81818 1.6 1
0.636364 0.466667 -1
0.722222 0.722222 1
0.333333 0.4 -1
2.77778 3.125 1
4 4.6 1
0.1 0.0833333 1
0.444444 0.48 -1
7.125 6.57692 1
0.153846 0.117647 -1
1.11111 1.53846 1
6 5.45455 1
2.41667 2.32 1
3.66667 3.14286 1
0.642857 0.5 -1
1.5 2.1 1
0.368421 0.411765 1
0.272727 0.3 -1
2.76923 1.8 -1
0.133333 0.125 -1
2.33333 2.57895 1
1.77273 1.77273 1
0.782609 1 -1
1.04762 1.15789 1
0.892857 1.19048 1
1.65385 1.95455 1
5.44 5.23077 -1
0.916667 1 1
1.04545 1.27778 1
1.82759 1.89286 1
0.0666667 0.0666667 -1
2.31818 2.21739 1
4.15 3.07407 1
0.411765 0.318182 -1
3.62069 5.83333 -1
0.357143 0.357143 1
2.625 1.90909 -1
1.07143 0.9375 1
3.71429 3.25 -1
6.12 4.78125 -1
0.541667 0.65 1
2.3125 1.68182 -1
1.16667 1.5 -1
0.481481 0.619048 -1
0.1875 0.2 -1
3.64 4.78947 1
0.947368 0.9 -1
3.82609 3.52 1
4.42105 3.5 1
1.52174 1.34615 1
0.222222 0.222222 -1
0.1875 0.2 -1
0.933333 0.777778 1
2.82353 2.18182 1
1.55556 1.12 1
3.76923 3.92 1
0.173913 0.210526 1
0.590909 0.541667 1
0.428571 0.6 -1
1.84615 1.84615 1
5.95652 5.48 1
1.68182 1.54167 1
1.14286 1.23077 1
0.235294 0.266667 -1
1.28571 1.63636 1
1.9 2.375 1
2.86667 1.95455 -1
0.882353 0.833333 1
1.25 1.25 -1
1 1.1875 -1
1.95652 2.25 -1
5.85714 4.73077 1
1.11538 1.26087 1
1.4 1.86667 -1
0.307692 0.285714 1
0.5 0.692308 1
3.9 4.58824 1
2.07143 1.38095 1
3.83333 3.13636 1
4 4.18182 1
4.79167 4.6 1
3.61905 3.04 1
1.94737 1.7619 1
1.55556 2 1
0.5 0.428571 -1
1.36364 1.875 1
0.619048 0.565217 1
0.125 0.0909091 1
0.56 0.538462 -1
6.10714 8.14286 1
0.954545 1.3125 1
1.1 1.22222 1
4.26087 3.76923 1
5.04 5.47826 1
0.0909091 0.0909091 -1
4.41667 4.6087 1
0.9375 0.714286 -1
0.454545 0.625 1
1.42857 1.30435 1
1 0.6875 1
2 1.53846 1
2.2 1.76 1
1.21739 1.75 1
1.33333 0.842105 -1
2.62069 2.71429 1
6.16 6.69565 1
0.375 0.315789 1
0.3125 0.294118 1
0.466667 0.4375 1
6.31579 5.21739 -1
1.4 1.10526 -1
7.125 6.33333 1
0.64 0.64 -1
0.235294 0.235294 1
0.0625 0.0909091 -1
2.11111 1.58333 -1
2.86957 2.27586 -1
5.05556 4.55 1
0.714286 0.714286 1
0.235294 0.266667 1
0.133333 0.181818 -1
2.11765 1.63636 -1
0.727273 0.666667 1
0.941176 0.888889 1
3.19231 3.6087 1
3 3.375 1
0.6 0.375 -1
0.7 0.875 1
1.93548 2.22222 1
0.3 0.272727 1
3.0625 2.13043 1
0.875 0.954545 -1
0.407407 0.478261 1
1.34783 2.06667 1
1.23529 1.4 1
2.86667 2.96552 1
1.32143 1.68182 1
1.12 1.47368 1
0.47619 0.588235 1
1.8 2 -1
0.466667 0.5 -1
0.0909091 0.0833333 1
1.91304 1.91304 1
0.266667 0.235294 1
8.25 7.96552 1
2.1 2.1 1
2 1.36364 1
1.24 1.40909 1
0.4 0.434783 -1
0.105263 0.105263 -1
3.86364 3.03571 -1
0.263158 0.333333 1
7.25 6.21429 1
0.307692 0.296296 1
2.52632 2.18182 1
2 1.38462 -1
0.928571 0.684211 1
2.75 2.29167 1
2.85714 2.6087 1
2.71429 1.9 1
1.13043 1.08333 1
2.13636 1.80769 1
1.04348 1.09091 1
1.03571 1.16 1
2.15385 1.86667 1
1.2 1.875 -1
0.714286 0.666667 -1
0.176471 0.25 1
0.636364 0.636364 1
0.764706 0.619048 1
0.4375 0.304348 -1
1.38462 1.28571 1
0.238095 0.357143 -1
1.23529 1.5 -1
3.25 3.79167 1
2.57143 2.11765 1
0.153846 0.105263 -1
0.1 0.105263 -1
0.684211 0.928571 1
0.642857 0.6 1
0.142857 0.111111 -1
1.28571 1.5 1
1.6875 1.42105 -1
0.2 0.166667 -1
0.65 0.722222 -1
1.55556 1.55556 1
3.5 3.65217 1
0.0909091 0.111111 -1
1.11111 1.11111 1
0.846154 0.611111 1
0.882353 1.07143 -1
4.23077 2.75 1
3.25926 3.14286 1
0.153846 0.153846 1
1.85 2.05556 1
0.842105 0.727273 1
2.1 2.52 1
0.3125 0.384615 1
0.142857 0.125 1
0.727273 0.888889 -1
0.47619 0.625 -1
2.06897 2.30769 1
1.12 1.12 -1
0.421053 0.363636 -1
1.56522 1.8 1
0.461538 0.6 -1
0.857143 0.782609 1
0.583333 0.411765 1
0.666667 0.714286 1
3.4375 2.29167 -1
0.235294 0.363636 1
0.652174 0.833333 1
4.28571 5 1
0.5 0.6 -1
3.86364 3.03571 1
0.5 0.4375 1
2.44444 3.66667 -1
0.266667 0.235294 1
3.94118 2.91304 -1
0.538462 0.538462 -1
0.0666667 0.0909091 1
0.85 0.772727 1
0.222222 0.173913 -1
2 1.27273 -1
1.27273 1.75 -1
0.454545 0.416667 1
3.19048 3.19048 1
1.125 1.28571 1
4.66667 5.47826 1
0.153846 0.181818 1
0.222222 0.222222 -1
0 0 -1
1.07143 1.25 -1
0.4 0.5 1
0.352941 0.272727 -1
0.8 0.8 1
5.05556 3.37037 -1
0.625 0.9375 1
0.166667 0.117647 -1
3.95652 3.95652 -1
3.45455 3.30435 1
0.230769 0.25 1
0.25 0.307692 1
0.210526 0.266667 -1
2.3 2 1
2.5 3.4375 1
1.2 0.888889 1
6.95455 6.65217 1
3.66667 4.30435 1
0.818182 0.75 1
3.61538 3.76 1
1.86667 1.86667 1
0.684211 1 1
0.928571 0.8125 1
1.23529 1.10526 1
1.4 1.10526 1
0.433333 0.481481 1
0.333333 0.24 1
1 1.04348 1
0.733333 0.6875 1
0.111111 0.0909091 -1
1.95652 2.04545 1
0 0 -1
2.86957 3.88235 1
3.91667 3.76 -1
1.58333 1.9 1
0.956522 1.15789 1
0.5 0.461538 -1
1.34783 1.40909 1
2.36842 2.14286 1
0.846154 0.647059 -1
3.27273 2.66667 -1
2.55556 2.65385 1
0.157895 0.136364 1
1.23529 1.23529 -1
1.27273 1.4 1
1.21429 1.36 1
2.5 3.05556 -1
2.22727 1.75 1
0.0714286 0.1 -1
0.714286 0.555556 -1
1.0625 1.13333 1
0.25 0.25 -1
0.809524 0.68 -1
0.428571 0.461538 -1
0.95 0.730769 1
0.473684 0.428571 1
0.117647 0.133333 -1
4.41379 4.41379 1
0.857143 0.571429 -1
0.466667 0.368421 1
0.333333 0.416667 1
1 1.16 1
3.52 3.25926 1
3.64 3.25 1
0.380952 0.333333 -1
4.55 4.55 1
1.78571 1.31579 1
4.875 3.9 1
1 1.33333 1
1.89474 1.5 -1
2.15 1.59259 1
0.411765 0.4375 -1
0.266667 0.190476 -1
0.285714 0.333333 -1
1.07692 1.12 1
0.5625 0.642857 -1
1.10526 1.16667 1
1.25 1.07143 1
2.875 3.13636 1
0.4 0.363636 1
1.36842 1.04 -1
0.444444 0.333333 1
2.6 2.32143 1
5.48276 6.36 1
1.07143 1.15385 1
3.61905 2.81481 1
0.4 0.375 -1
1.07143 1.07143 1
0.4375 0.583333 1
1.94737 1.85 1
2.5 1.72414 -1
2.94118 2.94118 1
1.08 1.6875 -1
1.41667 2 1
0.142857 0.1 1
2.15385 1.75 -1
0.411765 0.368421 1
0.133333 0.166667 1
0.05 0.0769231 -1
2 1.92308 1
3.47368 2.53846 1
0.259259 0.304348 1
0.321429 0.5 -1
0.75 0.555556 -1
0.333333 0.26087 1
0.526316 0.625 -1
0.789474 0.882353 -1
1.28571 1.17391 1
1.15385 0.882353 1
0.8 0.869565 -1
0 0 -1
1.625 1.44444 1
0.0714286 0.05 -1
0.538462 0.5 -1
0.703704 0.791667 1
1.05882 1.5 1
2.66667 3 1
2.44444 3.47368 -1
0.545455 0.666667 1
1.06897 1.14815 -1
0.0555556 0.0588235 -1
2.6087 2.4 1
0.928571 0.928571 1
0.555556 0.5 -1
0.384615 0.416667 1
0.538462 0.608696 1
1.24 1.63158 1
0.695652 0.64 1
1.95652 2.14286 1
3 4.125 -1
2.46667 2.17647 1
0.5 0.448276 1
2.91667 3.68421 1
6.44444 6.21429 1
4.10714 4.10714 1
1.3125 1.4 1
0.2 0.166667 1
1.56 2.05263 1
2.05263 2.78571 1
2.28571 1.92 1
0.153846 0.2 1
1.11765 1.26667 1
0.25 0.285714 1
2.44828 2.73077 1
3.65517 5.3 -1
0.352941 0.315789 -1
0.541667 0.8125 1
1.04348 1.2 1
2.55 2.21739 1
1.45833 1.2963 -1
0.761905 1 -1
0.166667 0.25 -1
0.84 0.954545 1
3.22222 3.78261 1
3.71429 5.2 -1
2.28571 2.46154 1
0.714286 0.909091 1
1.7619 1.68182 1
3.33333 2.72727 1
0.827586 0.923077 1
0.210526 0.25 -1
1.55556 1.33333 1
1.89474 2 -1
4.72414 5.95652 1
0.631579 0.631579 -1
0.458333 0.55 1
2.09091 2.3 -1
0.611111 0.846154 1
0.769231 0.833333 -1
2.64706 3.46154 1
1.4 1.47368 -1
2.61905 2.29167 -1
0.2 0.222222 -1
0.285714 0.266667 1
2.86957 2.75 1
2.09524 2 1
0.0833333 0.125 -1
1.90909 1.5 1
2.73077 2.36667 1
0.0833333 0.0714286 -1
1.73333 1.36842 1
0.153846 0.153846 1
1.23529 1.75 -1
1.13043 1.13043 1
0.444444 0.48 -1
0.5 0.333333 -1
0.5 0.4375 1
0.230769 0.166667 -1
1.5 1.23529 1
1.64706 2 1
1.81818 1.66667 1
0.428571 0.4 -1
0.545455 0.315789 1
2.34615 3.21053 1
0.583333 0.466667 1
1.1 0.956522 1
0.363636 0.363636 -1
1 0.888889 1
0.75 0.75 1
2.4 1.89474 1
0.25 0.263158 1
5.2 7.09091 1
4.56522 6.17647 1
0.2 0.1875 1
2.08 2.08 1
0.375 0.4 1
2.34615 2.77273 1
0.714286 0.666667 1
0.272727 0.333333 -1
0.8 0.6 1
4.55 5.6875 1
1.8 2.25 1
0.45 0.5625 -1
0.272727 0.2 -1
1.79167 1.72 1
1.06667 1.23077 1
5.6875 4.13636 -1
0.277778 0.277778 1
3.34615 3.48 1
1.89474 2.25 1
0.75 0.545455 -1
1.04167 1.08696 1
0.235294 0.235294 1
0.714286 0.909091 -1
3.88235 2.75 -1
2.08696 2.08696 1
0.214286 0.214286 -1
1.77273 1.56 1
0.153846 0.222222 -1
1.07692 1.21739 -1
3.45833 3.07407 1
0.388889 0.4375 1
0.357143 0.357143 1
0.25 0.315789 1
3.38462 3.82609 1
0.357143 0.5 -1
3.7 5.04545 -1
0.842105 0.727273 1
2.73913 2.73913 1
0.176471 0.15 -1
5.25 5.25 1
0.428571 0.4 -1
0.892857 0.925926 1
0.25 0.25 1
0.181818 0.117647 1
0.785714 0.52381 -1
1.35294 1.53333 1
0.928571 0.65 1
0.6 0.5 1
0.55 0.55 -1
0.769231 0.666667 1
0.133333 0.117647 -1
3.13793 3.13793 1
0.5 0.5 -1
0.6 0.5625 1
0.956522 0.785714 1
1.1 1.22222 -1
0.1 0.0714286 -1
1.21429 0.85 -1
0.117647 0.111111 1
0.105263 0.117647 -1
3 2.83333 1
0.4375 0.466667 1
5.5 5.5 1
0.272727 0.230769 -1
0.894737 1.13333 1
3.66667 2.44444 -1
0.692308 0.5 -1
2.68421 2.21739 1
1.22222 1.375 1
0.0769231 0.111111 -1
3.80952 3.33333 1
3.23077 3.36 1
0.368421 0.388889 1
0.461538 0.315789 1
0.428571 0.352941 1
2.9 2.9 1
4.13636 4.55 1
1.8 2.11765 1
0.388889 0.466667 1
0.4 0.375 1
0.25 0.333333 -1
1.54545 1.54545 1
0.625 0.555556 1
0.733333 1.1 -1
0.75 0.642857 1
1.35 1.22727 1
1.1 0.846154 -1
0.6 0.5 -1
1.57143 1.51724 1
2.3913 2.2 1
1 0.766667 1
4.2 4.2 1
1.16667 1.05 1
4.125 3.3 1
0.666667 0.705882 1
0.705882 0.571429 1
0.583333 0.5 1
3 3 1
3.11538 3 -1
2.26316 1.95455 1
2.19048 2.3 1
0.9375 1 -1
5.66667 6.8 1
1.58333 2.11111 -1
0.588235 0.434783 1
1.47368 1.21739 1
0.0952381 0.0952381 -1
2.8 2.33333 1
0.916667 1.15789 -1
1.55556 2.33333 -1
1.14286 0.842105 1
1.2381 1.52941 1
1.5 1.57895 1
2 1.76923 1
3.88235 4.125 1
0.92 0.958333 1
1.5 1.36364 -1
2.27586 2.53846 1
2.14286 2.8125 -1
0.8 1.05263 1
0.785714 0.846154 1
2.22727 2.72222 1
1.13043 1.73333 1
0.947368 0.75 1
7.07407 7.07407 1
1 1.47059 -1
3.66667 2.53846 1
2.80952 3.10526 1
0.607143 0.586207 1
0.6 0.5 -1
2.48 2.69565 1
5.47619 4.25926 1
0.533333 0.4 -1
0.6 0.409091 1
3.88235 2.64 -1
0.666667 0.769231 1
3.66667 2.61905 -1
0.851852 0.851852 1
0.142857 0.1 -1
2.36842 3 1
1 0.714286 -1
3.75 3.21429 1
0.55 0.55 1
1.95455 2.15 -1
1.22222 1.15789 1
1.42105 1.17391 1
2.05556 1.6087 1
1.08333 1.18182 1
3.14286 3.03448 1
0.235294 0.307692 1
2.66667 3.78947 1
0.888889 0.888889 1
0.214286 0.2 1
0 0 -1
0.166667 0.1875 1
0.75 0.642857 -1
1.55 1.34783 1
2.5 2.04545 -1
2.6 2.40741 1
0.388889 0.318182 1
3.63158 3.28571 1
1.86667 2.54545 1
0.166667 0.2 -1
1.66667 1.95652 1
1.48148 2.10526 1
0.933333 0.933333 1
0.230769 0.333333 -1
0.1 0.0833333 1
0.72 1.05882 1
1.19231 1.34783 -1
0.2 0.157895 1
0.666667 0.727273 1
0.285714 0.2 1
0.7 0.933333 1
0.157895 0.1875 -1
8.26087 9.5 1
0.642857 0.75 1
1.05882 0.857143 1
0.846154 0.733333 -1
1.6 1.6 1
2 1.46667 1
0.266667 0.235294 -1
0.1 0.125 -1
0.95 1.11765 1
2.78261 2.90909 1
0.538462 0.538462 1
3.59259 4.40909 1
0.363636 0.363636 -1
2.92 2.80769 1
2.88235 1.96 1
1.45833 2.05882 -1
2.68182 2.80952 1
0.1875 0.166667 -1
2.09524 2.2 1
1.96296 1.89286 1
0.727273 0.8 1
0.1875 0.142857 -1
2.89655 3.65217 -1
2.3 2.3 1
0.333333 0.285714 -1
0.4 0.428571 -1
0.428571 0.333333 1
1.3125 1.23529 -1
7.03704 7.91667 1
1.875 1.42857 1
1.09091 1.14286 1
0.75 0.692308 1
3.52632 2.48148 1
1.54167 1.6087 1
1.68421 1.3913 1
2.63158 2.17391 1
2.36 2.36 1
3.45455 3.04 -1
0.764706 0.928571 1
0.222222 0.181818 1
0.944444 1 1
0.388889 0.466667 1
0.727273 1 -1
1.95455 2.15 1
1.59259 1.79167 1
2.75862 3.47826 1
0.176471 0.214286 -1
0.52381 0.647059 -1
0.473684 0.5625 1
1.07143 1.15385 -1
1.85714 1.95 1
2.15789 1.95238 1
2 1.41667 1
7 4.77273 1
0.769231 0.909091 1
0.545455 0.631579 -1
1.8 1.5 1
0.235294 0.25 1
0.642857 0.428571 -1
4.84615 5.25 1
0.6 0.6 1
5.7619 4.65385 1
0.5 0.4 1
0.5 0.44 1
2.15385 1.4 -1
2.3125 2.84615 1
1.89474 2.11765 -1
0.619048 0.565217 1
0.235294 0.266667 1
6.17647 4.77273 1
0.5 0.588235 -1
0.375 0.272727 -1
1.92 1.77778 1
2.33333 2 1
2.36842 2.5 -1
1.10714 1.47619 -1
1.63158 1.9375 1
1.82353 1.82353 1
0.235294 0.235294 1
0.266667 0.266667 -1
0.388889 0.538462 1
0.931034 0.9 1
0.727273 1.06667 1
1.95 2.16667 1
0.266667 0.285714 -1
0.3 0.25 1
0.214286 0.230769 -1
0.8 1.06667 -1
0.333333 0.285714 1
4.375 4.2 -1
8.4 8.75 1
1.05882 0.9 1
0.285714 0.235294 1
0.727273 0.695652 1
0.214286 0.25 -1
2.85714 2.85714 1
1.41176 2 1
2.21429 2.58333 1
0.703704 0.678571 1
0.25 0.363636 1
1.89474 1.63636 1
0.0666667 0.0555556 -1
0.2 0.222222 1
0.16 0.142857 1
0.416667 0.416667 1
1.77273 2.29412 1
1.3913 1.77778 1
0.333333 0.307692 1
3.34615 3.22222 1
0.5 0.5 1
1.43478 1.43478 1
3.75 2.64706 1
0.777778 0.5 -1
0.5 0.470588 1
4.24138 4.1 1
1.22727 1.35 1
3.6 3.6 1
2.07143 1.38095 1
0.142857 0.153846 -1
1 1 1
0.684211 0.8125 1
1.40909 1.63158 -1
4.18182 3.40741 1
1.15789 1 1
0.65 0.866667 1
1.18182 0.928571 -1
4.44444 6.66667 1
0.5625 0.818182 1
3.36 2.8 1
0.470588 0.363636 -1
0.0555556 0.0909091 -1
1.47368 2.15385 -1
2.03704 2.61905 -1
1.1 1.15789 -1
0.352941 0.461538 -1
0.1875 0.176471 -1
0.333333 0.4375 1
0.466667 0.583333 -1
0.111111 0.111111 1
1.89474 1.89474 1
0.611111 0.44 -1
0.148148 0.153846 1
0.809524 1 1
0.142857 0.12 1
0.75 0.9375 -1
1.48276 1.95455 1
0.4 0.315789 1
2.04 2.21739 1
1.35714 1.72727 1
0.545455 0.545455 -1
1.5 1.43478 1
0.75 0.818182 1
7.77778 8.4 1
6.46154 6.22222 1
2.63636 1.87097 -1
0.470588 0.666667 -1
0.266667 0.210526 1
2.60714 2.80769 1
2.8 2.8 1
4.86957 4.48 1
0.466667 0.583333 1
1 1.06667 1
0.375 0.272727 1
1.10526 1.05 -1
2 2.3 -1
1.45 1.61111 1
2.15385 2.07407 -1
0.75 0.631579 -1
0.851852 0.884615 -1
0.692308 1.05882 1
0.52 0.65 -1
0.142857 0.117647 -1
3.375 3.68182 1
